time_s,ref_z_ref,ref_dz_ref,state_z,state_dz,cmd_T,cmd_T_unsat,cmd_T_feedforward,cmd_e_z_cmd,cmd_I_z_cmd,cmd_edot_z_cmd,err_e_z,err_I_z,err_edot_z
7.9,2.94047908279777,0.0583400040073675,2.94219388553923,0.0568297066480568,9.75524713680235,9.75524713680235,9.81,-0.00171480274145974,0.0031438798320941,0.00151029735931073,-0.00171480274145974,0.0031438798320941,0.00151029735931073
7.901,2.94053739479784,0.0582840047296808,2.94225068786944,0.0567749537848591,9.75529786493816,9.75529786493816,9.81,-0.00171329307159995,0.0031421665390225,0.00150905094482168,-0.00171329307159995,0.0031421665390225,0.00150905094482168
7.902,2.94059565082439,0.0582280569419506,2.94230743547216,0.0567202516497973,9.75534855005868,9.75534855005868,9.81,-0.001711784647771,0.00314045475437473,0.00150780529215331,-0.001711784647771,0.00314045475437473,0.00150780529215331
7.903,2.94065385092888,0.0581721606012663,2.94236412839809,0.0566656001998559,9.75539919219248,9.75539919219248,9.81,-0.00171027746920949,0.00313874447690552,0.00150656040141038,-0.00171027746920949,0.00313874447690552,0.00150656040141038
7.904,2.94071199516273,0.0581163156647444,2.94242076669788,0.0566109993920484,9.75544979136805,9.75544979136805,9.81,-0.00170877153515425,0.00313703570537037,0.00150531627269603,-0.00170877153515425,0.00313703570537037,0.00150531627269603
7.905,2.94077008357733,0.0580605220895281,2.94247735042217,0.0565564491834165,9.75550034761388,9.75550034761388,9.81,-0.00170726684484324,0.00313532843852553,0.00150407290611166,-0.00170726684484324,0.00313532843852553,0.00150407290611166
7.906,2.94082811622401,0.0580047798327877,2.94253387962153,0.0565019495310304,9.75555086095847,9.75555086095847,9.81,-0.00170576339751438,0.00313362267512801,0.00150283030175733,-0.00170576339751438,0.00313362267512801,0.00150283030175733
7.907,2.94088609315408,0.0579490888517204,2.94259035434649,0.0564475003919888,9.75560133143034,9.75560133143034,9.81,-0.00170426119240474,0.00313191841393561,0.0015015884597316,-0.00170426119240474,0.00313191841393561,0.0015015884597316
7.908,2.94094401441879,0.0578934491035504,2.94264677464755,0.0563931017234192,9.75565175905798,9.75565175905798,9.81,-0.00170276022875226,0.00313021565370685,0.00150034738013125,-0.00170276022875226,0.00313021565370685,0.00150034738013125
7.909,2.94100188006935,0.0578378605455289,2.94270314057515,0.0563387534824771,9.75570214386985,9.75570214386985,9.81,-0.00170126050579533,0.00312851439320106,0.00149910706305173,-0.00170126050579533,0.00312851439320106,0.00149910706305173
7.91,2.94105969015693,0.0577823231349339,2.9427594521797,0.056284455626347,9.7557524858945,9.7557524858945,9.81,-0.00169976202276967,0.00312681463117829,0.0014978675085869,-0.00169976202276967,0.00312681463117829,0.0014978675085869
7.911,2.94111744473266,0.0577268368290705,2.94281570951157,0.0562302081122415,9.7558027851604,9.7558027851604,9.81,-0.00169826477891366,0.00312511636639937,0.00149662871682905,-0.00169826477891366,0.00312511636639937,0.00149662871682905
7.912,2.94117514384761,0.0576714015852709,2.94287191262108,0.0561760108974019,9.755853041696,9.755853041696,9.81,-0.00169676877346481,0.00312341959762591,0.00149539068786903,-0.00169676877346481,0.00312341959762591,0.00149539068786903
7.913,2.94123278755284,0.057616017360894,2.9429280615585,0.0561218639390979,9.75590325552981,9.75590325552981,9.81,-0.00169527400566016,0.00312172432362025,0.00149415342179608,-0.00169527400566016,0.00312172432362025,0.00149415342179608
7.914,2.94129037589933,0.0575606841133257,2.94298415637406,0.0560677671946277,9.75595342669035,9.75595342669035,9.81,-0.0016937804747359,0.00312003054314551,0.00149291691869802,-0.0016937804747359,0.00312003054314551,0.00149291691869802
7.915,2.94134790893804,0.0575054017999792,2.94304019711797,0.056013720621318,9.75600355520602,9.75600355520602,9.81,-0.00169228817993039,0.00311833825496558,0.00149168117866112,-0.00169228817993039,0.00311833825496558,0.00149168117866112
7.916,2.94140538671989,0.0574501703782941,2.94309618384037,0.0559597241765241,9.75605364110537,9.75605364110537,9.81,-0.00169079712047937,0.0031166474578451,0.00149044620177007,-0.00169079712047937,0.0031166474578451,0.00149044620177007
7.917,2.94146280929575,0.0573949898057377,2.94315211659137,0.0559057778176294,9.75610368441686,9.75610368441686,9.81,-0.00168930729561945,0.00311495815054948,0.00148921198810823,-0.00168930729561945,0.00311495815054948,0.00148921198810823
7.918,2.94152017671644,0.0573398600398034,2.94320799542103,0.0558518815020463,9.75615368516892,9.75615368516892,9.81,-0.00168781870458901,0.0031132703318449,0.00148797853775715,-0.00168781870458901,0.0031132703318449,0.00148797853775715
7.919,2.94157748903275,0.0572847810380124,2.94326382037937,0.0557980351872152,9.75620364339007,9.75620364339007,9.81,-0.00168633134662288,0.00311158400049827,0.00148674585079722,-0.00168633134662288,0.00311158400049827,0.00148674585079722
7.92,2.94163474629542,0.0572297527579125,2.94331959151638,0.0557442388306053,9.75625355910871,9.75625355910871,9.81,-0.00168484522095946,0.00310989915527731,0.00148551392730718,-0.00168484522095946,0.00310989915527731,0.00148551392730718
7.921,2.94169194855516,0.0571747751570783,2.94337530888199,0.055690492389714,9.75630343235338,9.75630343235338,9.81,-0.00168336032683358,0.00310821579495048,0.00148428276736427,-0.00168336032683358,0.00310821579495048,0.00148428276736427
7.922,2.94174909586261,0.0571198481931117,2.9434309725261,0.0556367958220674,9.75635326315252,9.75635326315252,9.81,-0.00168187666348185,0.003106533918287,0.00148305237104428,-0.00168187666348185,0.003106533918287,0.00148305237104428
7.923,2.94180618826841,0.0570649718236414,2.94348658249855,0.0555831490852199,9.75640305153453,9.75640305153453,9.81,-0.00168039423014221,0.00310485352405686,0.00148182273842149,-0.00168039423014221,0.00310485352405686,0.00148182273842149
7.924,2.94186322582311,0.0570101460063232,2.94354213884916,0.0555295521367544,9.75645279752796,9.75645279752796,9.81,-0.00167891302604861,0.00310317461103081,0.00148059386956873,-0.00167891302604861,0.00310317461103081,0.00148059386956873
7.925,2.94192020857726,0.0569553706988397,2.9435976416277,0.0554760049342824,9.75650250116119,9.75650250116119,9.81,-0.00167743305043899,0.00310149717798037,0.00147936576455732,-0.00167743305043899,0.00310149717798037,0.00147936576455732
7.926,2.94197713658133,0.0569006458589007,2.94365309088388,0.0554225074354436,9.75655216246268,9.75655216246268,9.81,-0.00167595430254908,0.00309982122367782,0.00147813842345708,-0.00167595430254908,0.00309982122367782,0.00147813842345708
7.927,2.94203400988578,0.0568459714442427,2.9437084866674,0.0553690595979063,9.75660178146091,9.75660178146091,9.81,-0.00167447678161414,0.00309814674689621,0.00147691184633649,-0.00167447678161414,0.00309814674689621,0.00147691184633649
7.928,2.94209082854102,0.0567913474126296,2.94376382902789,0.0553156613793672,9.75665135818428,9.75665135818428,9.81,-0.00167300048687125,0.00309647374640933,0.00147568603326244,-0.00167300048687125,0.00309647374640933,0.00147568603326244
7.929,2.94214759259739,0.0567367737218518,2.94381911801494,0.0552623127375514,9.75670089266126,9.75670089266126,9.81,-0.00167152541755566,0.00309480222099178,0.00147446098430036,-0.00167152541755566,0.00309480222099178,0.00147446098430036
7.93,2.94220430210523,0.056682250329727,2.94387435367813,0.0552090136302127,9.75675038492027,9.75675038492027,9.81,-0.00167005157290356,0.00309313216941887,0.00147323669951427,-0.00167005157290356,0.00309313216941887,0.00147323669951427
7.931,2.9422609571148,0.0566277771940998,2.94392953606695,0.055155764015133,9.75679983498974,9.75679983498974,9.81,-0.00166857895215067,0.00309146359046672,0.00147201317896682,-0.00166857895215067,0.00309146359046672,0.00147201317896682
7.932,2.94231755767635,0.0565733542728417,2.94398466523088,0.0551025638501227,9.75684924289811,9.75684924289811,9.81,-0.0016671075545327,0.00308979648291219,0.00147079042271897,-0.0016671075545327,0.00308979648291219,0.00147079042271897
7.933,2.94237410384007,0.0565189815238513,2.94403974121936,0.0550494130930208,9.7568986086738,9.7568986086738,9.81,-0.00166563737928538,0.00308813084553291,0.0014695684308305,-0.00166563737928538,0.00308813084553291,0.0014695684308305
7.934,2.94243059565611,0.0564646589050541,2.94409476408175,0.0549963117016946,9.75694793234524,9.75694793234524,9.81,-0.00166416842564443,0.00308646667710726,0.00146834720335951,-0.00166416842564443,0.00308646667710726,0.00146834720335951
7.935,2.94248703317458,0.0564103863744027,2.94414973386742,0.0549432596340399,9.75699721394087,9.75699721394087,9.81,-0.00166270069284424,0.00308480397641442,0.00146712674036283,-0.00166270069284424,0.00308480397641442,0.00146712674036283
7.936,2.94254341644554,0.0563561638898765,2.94420465062566,0.0548902568479807,9.75704645348907,9.75704645348907,9.81,-0.00166123418012187,0.0030831427422343,0.00146590704189582,-0.00166123418012187,0.0030831427422343,0.00146590704189582
7.937,2.94259974551902,0.0563019914094821,2.94425951440574,0.0548373033014698,9.75709565101829,9.75709565101829,9.81,-0.00165976888671171,0.00308148297334758,0.00146468810801229,-0.00165976888671171,0.00308148297334758,0.00146468810801229
7.938,2.94265602044501,0.0562478688912528,2.94431432525686,0.0547843989524881,9.75714480655688,9.75714480655688,9.81,-0.00165830481185036,0.00307982466853573,0.00146346993876475,-0.00165830481185036,0.00307982466853573,0.00146346993876475
7.939,2.94271224127345,0.0561937962932492,2.94436908322822,0.054731543759045,9.75719392013329,9.75719392013329,9.81,-0.00165684195477223,0.00307816782658096,0.00146225253420422,-0.00165684195477223,0.00307816782658096,0.00146225253420422
